PRL2,PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PTSA,PSTA,PFPB,PVSB,PKAC,PACC,PMPC,PHED,PGID,TGID,POID,PSPD,PAGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PLEL,TLEL,PREL,TREL,PCOL,PROL,PLPL,PGSL,PTSL,PCYL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PCON,PSBO,PVCO,PEGO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PCHS,PFHS,PMHS,PVIS,PPOS,POPS,PLSS,PFTS,PMTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
45,2,2,2,2,99,Sam,Hein,78,99,0,15,99,99,2,7,11412,239,11412,99,25,0,1,99,0,2,2,99,0,0,99,2,63,1023,99,99,99,99,0,11,99,0,0,0,3,3,3,3,265,20,100,1,1,1,4,126,0,0,16,1,1,15,1,60,0,15,99,63,99,1,1352,99,0,1,100,99,90,99,99,0,0,0,0,0,11,58,32,12,26,9,7,13,2,0,0,54,0,16,0,78,0,75,65,999,99,31,-31,0,0,190
45,0,0,0,0,99,Dummy,Dummy,189,99,0,37,99,99,0,7,11333,237,11333,99,25,0,0,99,0,0,0,99,0,0,99,0,63,1023,99,99,99,99,0,0,99,0,0,0,0,0,0,0,265,20,100,3,3,1,0,55,0,0,12,1,1,37,1,60,0,15,99,62,99,1,1351,99,0,1,100,99,99,99,99,0,0,0,0,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,189,0,84,90,999,99,31,-31,0,0,150
45,0,0,0,0,80,QB,#3,64,94,0,6,30,65,0,5,16443,266,16443,63,25,0,0,74,1,0,0,30,0,0,62,2,63,1023,81,11,25,34,0,0,52,0,0,0,0,0,0,0,265,45,100,2,2,1,0,55,0,0,3,2,1,6,1,75,0,15,80,48,54,3,0,45,0,1,100,29,52,69,64,1,1,0,0,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,64,0,72,65,999,0,31,-31,2,0,306
45,0,0,0,0,84,Jason,Jakes,1350,90,0,150,21,67,0,7,26595,700,26595,70,23,0,0,90,0,0,0,37,0,0,69,1,25,1015,92,27,11,11,0,1,54,0,0,0,0,0,8,8,14,45,100,2,2,6,0,42,0,0,16,2,6,150,6,86,0,1,89,56,67,0,1054,59,0,1,90,26,58,78,65,1,1,0,0,0,5,60,13,34,0,100,0,22,0,0,0,7,0,0,0,1350,0,76,61,724,0,0,-31,0,0,178
45,0,0,0,0,71,Brett,Elliott,25,90,0,4,25,66,0,7,15203,254,15203,65,24,0,0,65,0,0,0,31,0,0,64,0,63,1023,82,19,19,30,0,1,38,0,2,0,0,0,0,0,160,45,100,0,0,1,0,55,0,0,5,2,1,4,1,56,0,15,78,65,44,0,0,67,0,1,100,13,58,64,67,2,2,0,0,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,25,0,74,62,999,0,31,-31,0,0,150
45,0,0,0,0,68,Kentaro,Namiki,30,80,0,0,25,52,0,7,15050,251,15050,49,23,0,0,58,0,0,0,33,0,0,49,1,63,1023,78,29,10,21,0,1,39,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,4,0,1,0,1,91,0,15,70,40,47,1,0,57,0,1,100,30,49,45,46,1,1,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,30,0,72,22,999,0,31,-31,0,0,220
45,0,0,0,0,80,Mike,McGann,48,85,0,6,27,64,0,7,15247,255,15247,65,24,0,0,62,0,0,0,29,0,0,62,0,63,1023,78,31,23,22,0,1,38,0,2,0,0,0,0,0,19,45,100,0,0,1,0,55,0,0,16,2,1,6,1,65,0,15,86,73,44,1,0,59,0,1,100,11,54,70,62,1,1,2,4,0,11,58,32,12,26,9,7,13,0,0,0,54,0,16,0,48,2,77,30,999,0,31,-31,0,0,156
45,0,0,0,0,79,Casey,Bramlet,63,78,0,11,21,58,0,7,15246,255,15246,59,24,0,0,57,0,0,0,16,0,0,55,0,63,1023,88,9,21,11,0,1,21,0,2,0,0,0,0,0,260,45,100,0,0,1,0,55,0,0,5,0,1,11,1,70,0,15,87,78,47,1,0,61,0,1,100,24,55,72,73,1,0,2,0,0,11,61,4,16,18,0,0,17,0,0,0,12,0,10,0,63,0,75,65,999,0,31,-31,0,0,151
45,0,0,0,0,72,QB,#7,57,85,0,0,18,40,0,7,15567,161,15567,48,24,0,0,65,0,0,0,23,0,0,52,0,63,1023,66,22,32,25,0,0,44,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,7,0,1,0,1,65,0,15,78,13,48,1,0,61,0,1,100,21,58,50,44,2,2,2,2,0,11,61,4,16,18,0,0,17,0,0,0,12,0,10,0,57,0,75,55,999,0,31,-31,2,0,150
45,0,0,0,0,70,Quinton,Porter,23,80,0,0,14,49,0,7,14698,251,14698,48,24,0,0,48,0,0,0,10,0,0,50,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,200,45,100,0,0,1,0,55,0,0,5,0,1,0,1,73,0,15,72,42,42,0,0,60,0,1,100,9,46,46,45,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,23,0,77,55,999,0,31,-31,2,0,151
45,0,0,0,0,64,Corey,Bramlet,100,80,0,0,14,64,0,7,14697,250,14697,50,24,0,0,48,0,0,0,9,0,0,41,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,86,45,100,0,0,1,0,55,0,0,7,0,1,0,1,73,0,15,78,43,42,2,0,60,0,1,100,9,44,48,52,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,100,0,76,79,999,0,31,-31,2,0,156
45,0,0,0,0,78,QB,#1,66,51,0,2,34,36,0,7,15568,161,15568,42,31,0,1,60,1,0,0,32,0,0,45,0,63,1023,76,24,35,32,0,0,32,0,4,0,0,0,0,0,265,45,100,0,0,1,0,46,0,0,1,0,1,2,1,65,0,15,79,31,46,7,0,40,0,1,100,19,53,57,57,2,2,2,2,0,11,61,4,16,18,0,0,17,0,0,0,12,0,10,0,66,0,74,46,999,0,31,-31,2,0,150
45,0,0,0,0,70,Brian,Wrobel,30,80,0,1,14,54,0,7,14701,254,14701,50,24,0,0,58,0,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,49,45,100,0,0,1,0,55,0,0,4,0,1,1,1,73,0,15,75,40,42,1,0,60,0,1,100,9,48,54,60,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,30,0,73,58,999,0,31,-31,2,0,150
45,0,0,0,0,82,QB,#12,85,93,0,5,18,57,0,7,16442,266,16442,51,29,0,0,59,1,0,0,21,0,0,53,0,63,1023,24,26,16,18,0,0,25,0,2,0,0,0,0,0,265,45,100,0,0,1,0,66,0,0,12,0,1,5,1,84,0,15,88,43,48,7,0,42,0,1,100,27,53,67,60,2,2,2,2,0,9,36,10,15,9,0,0,6,0,0,0,41,0,0,0,85,1,76,52,999,0,31,-31,1,0,150
45,0,0,0,0,54,QB,#1,95,80,0,0,14,34,0,7,14678,169,14678,40,27,0,0,48,1,0,0,9,0,0,41,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,1,0,1,0,1,73,0,15,73,0,42,2,0,60,0,1,100,9,28,42,61,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,95,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,54,QB,#3,74,80,0,0,14,34,0,7,14686,180,14686,40,27,0,0,48,1,0,0,9,0,0,41,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,3,0,1,0,1,73,0,15,73,0,42,2,0,60,0,1,100,9,28,42,61,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,74,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,54,QB,#7,65,80,0,0,14,34,0,7,14687,181,14687,40,27,0,0,48,1,0,0,9,0,0,41,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,7,0,1,0,1,73,0,15,73,0,42,2,0,60,0,1,100,9,28,42,61,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,65,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,83,QB,#2,80,71,0,6,5,65,0,7,1885,257,1885,62,24,0,0,74,0,0,0,10,0,0,67,0,63,1023,85,20,10,10,0,0,23,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,2,2,1,6,1,84,0,15,78,38,55,1,0,56,0,1,100,5,59,70,69,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,80,0,72,43,999,0,31,-31,2,0,151
45,0,0,0,0,78,J.T.,O'Sullivan,30,80,0,6,14,55,0,7,14700,253,14700,52,24,0,0,48,0,0,0,9,0,0,50,0,63,1023,74,14,21,9,0,0,36,0,2,0,0,0,0,0,217,45,100,0,0,1,0,55,0,0,4,0,1,6,1,73,0,15,86,71,42,1,0,60,0,1,100,9,52,69,70,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,30,0,73,55,999,0,31,-31,2,0,154
45,0,0,0,0,87,David,Masters,280,90,0,72,10,62,0,7,26596,700,26596,57,23,0,0,86,0,0,0,15,0,0,60,0,21,1015,90,16,10,10,0,1,44,0,2,0,0,0,0,0,70,45,100,0,0,4,2,42,1,0,11,0,4,72,4,77,0,3,84,32,55,0,1155,61,0,1,97,20,55,75,70,2,2,2,2,0,3,58,32,12,0,9,7,13,0,0,0,54,0,16,0,280,0,75,63,999,10,0,-31,0,0,150
45,0,0,0,0,64,QB,#6,81,80,0,3,14,44,0,7,14651,65,14651,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,6,0,1,3,1,73,0,15,83,11,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,81,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#4,85,80,0,3,14,44,0,7,14652,72,14652,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,4,0,1,3,1,73,0,15,83,2,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,85,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#4,57,80,0,3,14,44,0,7,14653,74,14653,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,4,0,1,3,1,73,0,15,83,10,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,57,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#8,61,80,0,3,14,44,0,7,14654,76,14654,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,8,0,1,3,1,73,0,15,83,13,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,61,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#9,93,80,0,3,14,44,0,7,14655,77,14655,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,9,0,1,3,1,73,0,15,83,12,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,93,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#7,97,80,0,3,14,44,0,7,14656,79,14656,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,7,0,1,3,1,73,0,15,83,0,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,97,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#3,65,80,0,3,14,44,0,7,14657,80,14657,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,3,0,1,3,1,73,0,15,83,13,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,65,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#4,84,80,0,3,14,44,0,7,14658,81,14658,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,4,0,1,3,1,73,0,15,83,11,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,84,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#5,54,80,0,3,14,44,0,7,14659,82,14659,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,5,0,1,3,1,73,0,15,83,11,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,54,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#5,58,80,0,3,14,44,0,7,14660,84,14660,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,5,0,1,3,1,73,0,15,83,12,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,58,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#1,91,80,0,3,14,44,0,7,14661,85,14661,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,1,0,1,3,1,73,0,15,83,11,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,91,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#8,82,80,0,3,14,44,0,7,14662,86,14662,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,8,0,1,3,1,73,0,15,83,8,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,82,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#4,91,80,0,3,14,44,0,7,14663,90,14663,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,4,0,1,3,1,73,0,15,83,17,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,91,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#6,92,80,0,3,14,44,0,7,14664,137,14664,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,6,0,1,3,1,73,0,15,83,12,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,92,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#6,77,80,0,3,14,44,0,7,14665,139,14665,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,6,0,1,3,1,73,0,15,83,6,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,77,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#5,74,80,0,3,14,44,0,7,14667,144,14667,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,5,0,1,3,1,73,0,15,83,1,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,74,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#5,216,80,0,3,14,44,0,7,14669,147,14669,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,5,0,1,3,1,73,0,15,83,2,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,216,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#3,47,80,0,3,14,44,0,7,14670,150,14670,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,3,0,1,3,1,73,0,15,83,10,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,47,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#3,64,80,0,3,14,44,0,7,14671,151,14671,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,3,0,1,3,1,73,0,15,83,7,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,64,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#4,80,80,0,3,14,44,0,7,14672,152,14672,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,4,0,1,3,1,73,0,15,83,8,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,80,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#3,97,80,0,3,14,44,0,7,14673,154,14673,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,3,0,1,3,1,73,0,15,83,10,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,97,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#9,89,80,0,3,14,44,0,7,14674,157,14674,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,9,0,1,3,1,73,0,15,83,6,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,89,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#8,65,80,0,3,14,44,0,7,14703,93,14703,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,8,0,1,3,1,73,0,15,83,10,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,65,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#10,47,80,0,3,14,44,0,7,14704,96,14704,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,10,0,1,3,1,73,0,15,83,7,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,47,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#1,77,80,0,3,14,44,0,7,14705,97,14705,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,1,0,1,3,1,73,0,15,83,2,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,77,0,76,81,999,0,31,-31,2,0,151
45,0,0,0,0,64,QB,#2,82,80,0,3,14,44,0,7,14706,101,14706,40,27,0,0,48,1,0,0,9,0,0,51,0,63,1023,74,14,21,9,0,0,36,0,0,0,0,0,0,0,265,45,100,0,0,1,0,55,0,0,2,0,1,3,1,73,0,15,83,11,42,2,0,60,0,1,100,9,28,58,71,2,2,2,2,0,8,58,5,14,15,0,0,11,0,0,0,18,0,13,0,82,0,76,81,999,0,31,-31,2,0,151
