PRL2,PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PTSA,PSTA,PFPB,PVSB,PKAC,PACC,PMPC,PHED,PGID,TGID,POID,PSPD,PAGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PLEL,TLEL,PREL,TREL,PCOL,PROL,PLPL,PGSL,PTSL,PCYL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PCON,PSBO,PVCO,PEGO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PCHS,PFHS,PMHS,PVIS,PPOS,POPS,PLSS,PFTS,PMTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
45,0,0,0,0,86,Bruce,Gradkowski,99,90,0,24,12,72,0,7,27315,6,27315,70,24,0,0,74,0,0,0,35,0,0,70,0,25,1015,87,21,14,11,0,1,42,0,2,0,0,0,0,0,218,45,100,0,0,2,0,28,0,0,5,1,3,24,3,70,0,6,83,46,66,1,0,54,0,1,97,12,49,71,55,1,1,2,2,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,99,0,73,62,999,0,1,-31,0,0,150
45,0,0,0,0,83,Chris,Simms,1000,87,0,44,9,62,0,7,16534,6,16534,63,27,0,0,88,1,0,0,28,0,0,62,0,33,1015,69,11,6,7,0,0,55,0,1,0,0,0,0,0,214,0,100,0,0,1,0,0,1,0,2,2,2,44,2,75,0,3,88,61,56,4,247,53,0,1,90,4,54,77,70,2,2,2,2,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,1000,0,76,60,252,0,4,-31,0,0,150
45,0,0,0,0,88,Matt,Leinart,2500,92,0,340,15,64,0,7,27256,7,27256,60,24,0,1,85,0,0,0,48,0,0,64,0,10,1015,87,34,25,30,0,0,64,0,2,0,0,0,0,0,231,45,100,0,0,4,2,40,1,0,7,2,5,340,5,0,0,1,89,71,65,1,280,64,0,1,80,11,61,84,77,2,2,1,1,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,2500,0,76,64,843,10,1,-31,0,0,150
45,0,0,0,0,88,Kurt,Warner,2000,90,0,117,26,40,0,3,1402,7,1402,46,36,0,0,61,2,0,0,21,0,0,44,0,63,1009,60,10,10,11,0,1,38,0,2,0,0,0,0,0,150,14,100,0,0,2,0,0,0,0,13,0,3,117,3,72,0,15,87,63,40,9,296,25,0,1,78,23,54,81,88,2,2,2,2,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,2000,0,74,60,470,0,2,-31,0,1,485
45,0,0,0,0,88,Charlie,Whitehurst,240,88,0,52,28,64,0,7,27260,8,27260,62,25,0,0,72,0,0,0,32,0,0,61,0,17,1015,61,31,21,12,0,8,55,0,0,0,8,8,8,8,38,45,100,0,0,3,2,27,0,0,6,2,4,52,4,50,0,3,81,46,83,1,0,42,0,1,80,24,62,73,62,0,0,0,0,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,240,0,76,65,999,15,1,-31,0,0,150
45,0,0,0,0,94,Philip,Rivers,4100,92,0,636,12,65,0,5,17273,8,17273,64,24,0,0,95,1,0,0,22,0,0,55,0,4,16,97,22,12,13,0,1,58,0,2,0,0,8,8,8,138,17,100,0,0,3,0,0,0,0,17,0,6,636,6,85,0,1,87,83,45,3,331,55,0,1,75,15,56,88,82,0,0,0,0,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,4100,0,77,66,17,0,3,-31,0,1,154
45,0,0,0,0,88,Billy,Volek,680,80,0,156,18,58,0,7,16053,8,16053,55,31,0,0,65,1,0,0,23,0,0,54,0,63,30,75,22,32,25,0,1,52,0,2,0,0,0,0,0,66,0,100,3,3,1,0,40,0,0,7,0,4,156,4,65,0,15,87,66,48,7,337,35,0,1,90,21,50,81,80,2,0,2,2,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,680,0,74,54,700,0,1,-31,0,0,167
45,0,0,0,0,85,Brodie,Croyle,240,90,0,54,19,66,0,7,27258,9,27258,55,24,0,0,75,0,0,0,24,0,0,55,0,21,1015,76,29,17,26,0,1,44,0,2,0,0,0,0,0,3,45,100,2,2,2,2,60,0,0,12,2,3,54,3,0,0,3,91,53,66,1,348,65,0,1,80,12,48,75,65,0,0,0,0,2,7,0,10,3,10,6,10,3,0,0,0,4,10,7,3,240,0,74,45,999,12,1,-31,0,0,150
45,0,0,0,0,88,Damon,Huard,750,87,0,90,30,59,0,7,781,9,781,57,34,0,0,69,2,0,0,20,0,0,56,0,63,1009,84,10,15,30,0,1,35,0,2,0,0,0,0,0,252,45,100,2,2,3,0,45,0,0,11,0,3,90,3,70,0,15,86,66,51,10,361,38,0,1,95,19,55,80,80,2,2,2,2,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,750,0,75,55,999,0,3,-31,0,0,157
45,0,0,0,0,91,Trent,Green,5094,90,1,406,24,52,0,7,1425,9,1425,49,37,0,0,55,2,0,0,26,0,0,54,0,26,24,80,12,31,37,0,11,54,0,2,0,0,0,0,0,86,17,100,2,2,3,4,45,0,0,10,0,7,406,7,75,0,8,86,73,50,13,355,43,0,1,40,30,52,83,84,2,2,2,2,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,5094,0,75,57,192,0,6,-31,0,0,237
45,0,0,0,0,78,Jim,Sorgi,85,79,0,6,26,64,0,7,17525,10,17525,62,26,0,0,62,1,0,0,18,0,0,62,0,28,1015,80,11,22,18,0,11,39,0,2,0,0,0,0,0,258,45,100,2,2,1,4,40,0,0,12,2,1,6,1,70,0,6,84,40,48,3,421,38,0,1,95,18,52,70,68,2,0,2,0,2,7,0,10,3,10,6,10,3,0,0,0,4,10,7,3,85,0,75,36,999,0,3,-31,0,0,150
45,0,0,0,0,98,Peyton,Manning,9920,99,1,2352,24,55,0,7,678,10,678,59,31,0,0,89,2,0,0,26,0,0,54,0,1,1015,98,28,25,27,0,11,46,0,2,0,0,0,0,0,211,20,100,0,0,4,4,0,0,1,18,0,7,2352,7,85,0,1,96,99,49,9,408,62,0,1,99,23,64,99,99,2,2,2,2,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,9920,0,77,70,291,0,9,-31,0,0,328
45,0,0,0,0,79,John,Navarre,61,86,0,5,14,40,0,7,17276,10,17276,43,26,0,0,89,1,0,0,15,0,0,44,0,1,1009,87,15,10,10,0,0,40,0,2,0,0,0,0,0,117,45,100,0,0,1,0,0,0,0,16,0,1,5,1,50,0,7,87,30,50,3,413,45,0,1,98,15,63,66,66,2,0,2,0,11,2,1,10,10,10,11,10,10,0,0,0,7,10,7,11,61,0,78,86,999,0,0,-31,0,0,158
45,0,0,0,0,86,Tony,Romo,200,84,0,68,10,74,0,7,17083,11,17083,73,27,0,0,50,1,0,0,15,0,0,72,0,63,1009,82,16,10,10,0,1,50,0,0,0,0,0,0,0,55,45,100,0,0,1,0,0,0,0,9,1,1,68,1,59,0,15,89,71,55,4,462,41,0,1,90,20,59,84,75,1,2,2,2,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,200,0,74,67,999,10,4,-31,0,0,150
45,0,0,0,0,89,Brad,Johnson,600,89,0,90,16,47,0,7,1504,11,1504,46,38,0,0,90,2,0,0,15,0,0,44,0,3,1009,85,28,19,24,0,6,44,0,4,0,6,6,6,6,64,10,100,3,3,3,0,38,0,0,14,0,3,90,3,75,0,9,85,61,44,15,450,40,0,1,80,16,52,80,86,5,2,5,2,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,600,0,77,66,249,0,0,-31,1,0,159
45,0,0,0,0,86,John,Beck,480,90,0,60,21,70,0,7,27993,12,27993,64,26,0,0,80,0,0,0,25,0,0,66,0,8,1015,82,30,25,20,0,0,35,0,2,0,0,0,0,0,26,45,100,2,2,4,2,62,0,0,9,2,4,60,4,70,0,2,90,55,70,0,467,60,0,1,90,22,58,74,57,1,1,0,0,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,480,0,74,55,826,0,0,-31,0,1,159
45,0,0,0,0,80,Cleo,Lemon,130,89,0,11,29,63,0,7,17177,12,17177,65,28,0,0,65,1,0,0,35,0,0,66,2,63,8,84,20,23,35,0,8,55,0,0,0,0,0,0,0,12,45,100,0,0,1,0,0,0,0,17,2,1,11,1,75,0,15,84,50,45,3,488,30,0,1,73,18,54,72,64,0,0,2,2,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,130,0,74,55,999,0,2,-31,0,0,186
45,0,0,0,0,81,Daunte,Culpepper,3384,98,0,539,18,74,0,5,1758,12,1758,72,30,0,0,75,2,0,0,55,0,0,71,2,11,31,65,38,15,24,0,6,75,0,0,8,8,0,0,0,225,18,100,3,3,3,0,45,0,1,8,1,7,539,7,99,0,1,96,82,77,8,477,45,0,1,70,27,73,85,72,0,0,0,0,11,2,1,10,10,10,11,10,10,0,0,0,7,10,7,11,3384,0,76,100,111,0,1,-31,0,0,99
45,0,0,0,0,86,Kevin,Kolb,750,88,0,52,20,72,0,7,27937,13,27937,66,23,0,0,83,0,0,0,30,0,0,69,0,4,1015,92,30,25,19,0,0,55,0,2,0,0,0,0,0,80,45,100,2,2,4,2,62,0,0,4,2,4,52,4,70,0,2,89,45,65,0,529,66,0,1,90,25,60,73,52,1,1,0,0,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,750,0,75,58,826,10,0,-31,0,0,150
45,0,0,0,0,87,Kelly,Holcomb,660,77,0,108,31,52,0,7,702,13,702,52,34,0,0,62,2,0,0,19,0,0,55,0,63,3,84,32,27,28,0,0,48,0,2,0,0,0,0,0,119,45,100,2,2,2,0,80,0,0,10,0,4,108,4,65,0,15,83,60,45,10,522,45,0,1,60,16,50,79,82,1,1,0,0,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,660,0,74,52,591,0,0,-31,0,0,166
45,0,0,0,0,81,A.J.,Feeley,450,89,0,45,22,56,0,7,14117,13,14117,54,30,0,1,84,1,0,0,24,0,0,60,0,24,1009,87,23,19,29,0,0,40,0,2,0,0,0,0,0,160,45,100,2,2,3,0,50,0,0,14,0,3,45,3,74,0,5,87,47,43,6,518,40,0,1,85,25,59,74,74,2,2,2,2,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,450,0,75,57,534,0,1,-31,0,0,151
45,0,0,0,0,89,Donovan,McNabb,7000,98,0,1610,23,82,0,7,833,13,833,77,29,0,0,98,2,0,0,48,0,0,75,2,2,1015,84,35,27,36,0,8,72,0,0,11,0,0,0,0,205,20,100,1,1,5,0,40,0,1,5,1,7,1610,7,82,0,1,96,99,76,8,533,54,0,1,55,23,66,95,83,2,2,0,0,11,2,1,10,10,10,11,10,10,0,0,0,7,10,7,11,7000,0,74,80,313,0,8,-31,0,0,344
7,0,0,0,0,78,D.J.,Shockley,90,90,0,24,17,87,0,7,27364,14,27364,85,24,0,0,75,0,0,0,72,0,0,87,2,15,1015,86,35,23,25,0,8,66,6,0,0,0,0,0,0,70,45,100,2,2,2,0,45,0,0,3,1,3,24,3,92,0,7,90,45,86,1,0,65,0,1,90,19,60,71,42,0,0,0,0,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,90,0,73,54,999,0,1,-31,0,0,195
45,0,0,0,0,81,Joey,Harrington,300,90,0,60,17,60,0,7,14822,14,14822,62,27,0,0,87,1,0,0,12,0,0,63,0,3,1009,88,13,11,10,0,1,55,0,2,0,0,0,0,0,160,4,100,1,1,3,0,40,0,0,13,2,3,60,3,88,0,1,88,57,48,5,570,37,0,1,80,14,56,76,70,0,3,0,3,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,300,0,76,60,206,10,0,-31,0,0,166
7,0,0,0,0,78,Michael,Vick,7000,97,1,805,22,94,0,5,14120,14,14120,93,27,0,0,85,1,0,0,64,0,0,95,2,1,1015,79,31,19,24,0,8,63,6,0,0,0,0,0,0,241,20,100,2,2,5,0,45,1,1,7,1,7,805,7,92,0,1,97,90,87,6,585,50,0,1,95,19,55,89,73,0,0,0,0,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,7000,0,72,55,461,0,6,-31,0,0,476
45,0,0,0,0,87,Alex,Smith,4950,94,0,408,12,76,0,7,26669,15,26669,73,23,0,0,92,0,0,0,30,0,0,74,0,1,1015,93,25,20,20,0,8,60,0,2,0,0,0,0,0,233,0,100,2,2,4,0,40,0,0,11,1,6,408,6,85,0,1,89,80,64,2,624,65,0,1,90,15,60,84,71,1,1,0,0,2,7,0,10,3,10,6,10,3,0,0,0,4,10,7,3,4950,0,76,48,667,0,2,-31,0,0,158
45,0,0,0,0,84,Shaun,Hill,60,84,0,5,10,49,0,7,15633,15,15633,55,27,0,0,85,1,0,0,15,0,0,55,0,63,1009,82,16,10,10,0,0,50,0,2,0,0,0,0,0,111,45,100,3,3,1,0,42,0,0,13,0,1,5,1,59,0,15,79,37,41,5,610,41,0,1,95,20,51,67,60,0,0,2,0,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,60,0,75,63,999,10,1,-31,0,0,154
45,0,0,0,0,86,Trent,Dilfer,480,88,0,108,16,47,0,7,1477,15,1477,45,35,0,0,72,2,0,0,28,0,0,44,0,6,5,60,10,14,19,0,1,45,0,4,0,0,0,0,0,66,10,100,2,2,2,0,40,0,0,12,0,4,108,4,91,0,1,89,67,47,13,596,55,0,1,97,32,62,79,83,1,2,2,2,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,480,0,76,65,120,0,1,-31,0,0,156
45,0,0,0,0,86,Eli,Manning,5400,95,0,522,18,64,0,7,17272,16,17272,61,26,0,0,91,1,0,0,25,0,0,57,0,1,8,95,19,12,18,0,11,55,0,2,0,0,0,0,0,159,45,100,2,2,3,4,40,0,0,10,0,6,522,6,80,0,1,91,87,47,3,651,55,0,1,92,15,55,86,85,1,1,2,2,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,5400,0,76,61,5,0,3,-31,0,0,327
45,0,0,0,0,84,Tim,Hasselbeck,210,80,0,33,14,55,0,7,15753,16,15753,52,29,0,1,48,1,0,0,15,0,0,52,0,63,1009,74,14,21,9,0,0,50,0,2,0,0,0,0,0,20,45,100,0,0,2,0,0,0,0,8,0,3,33,3,73,0,15,82,52,42,5,645,55,0,1,95,9,53,72,70,2,2,2,2,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,210,0,73,51,999,0,2,-31,0,0,150
45,0,0,0,0,80,Anthony,Wright,350,80,0,50,20,73,0,7,12199,16,12199,69,31,0,0,77,2,0,0,28,0,0,70,2,63,1009,79,30,22,20,0,1,55,0,0,0,0,0,0,0,176,45,100,1,1,2,0,40,0,0,2,1,2,50,2,67,0,15,87,67,52,8,674,42,0,1,90,30,55,78,73,2,2,2,0,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,350,0,73,55,999,0,0,-31,0,0,206
45,0,0,0,0,76,Jared,Lorenzen,43,84,0,4,22,64,0,7,27055,16,27055,64,26,0,0,72,1,0,0,24,0,0,63,0,63,1009,85,25,15,21,0,1,65,0,4,0,0,0,0,0,98,45,100,2,2,1,2,45,1,0,13,2,1,4,1,0,0,15,88,30,55,3,649,55,0,1,95,30,65,63,43,2,2,2,2,11,2,1,10,10,10,11,10,10,0,0,0,7,10,7,11,43,0,76,115,999,0,3,-31,0,0,150
45,0,0,0,0,77,Quinn,Gray,130,87,0,11,33,70,0,7,17268,17,17268,71,28,0,1,69,1,0,0,33,0,0,69,2,63,1009,84,18,32,30,0,0,62,0,0,0,0,0,0,0,63,45,100,0,0,1,0,0,0,0,5,1,1,11,1,90,0,15,85,45,49,4,682,59,0,1,100,17,59,72,63,1,3,3,3,11,2,1,10,10,10,11,10,10,0,0,0,7,10,7,11,130,0,75,77,999,0,3,-31,0,0,204
45,0,0,0,0,82,David,Garrard,685,84,0,343,15,72,0,4,14941,17,14941,70,29,0,0,75,1,0,0,35,0,0,72,2,10,1015,82,25,20,21,0,8,70,0,0,0,0,0,0,0,54,45,100,0,0,2,2,0,0,0,9,1,7,343,7,75,0,4,92,70,48,5,680,62,0,1,86,10,65,82,70,3,3,3,3,11,2,1,10,10,10,11,10,10,0,0,0,7,10,7,11,685,0,74,74,999,10,5,-31,0,0,195
45,0,0,0,0,86,Byron,Leftwich,3000,90,0,245,16,54,0,7,16525,17,16525,50,27,0,0,95,1,0,0,24,0,0,52,2,7,1015,84,27,18,15,0,6,60,0,0,0,0,0,0,0,110,18,100,1,1,1,2,40,0,0,7,0,5,245,5,70,0,1,97,70,50,4,688,54,0,1,75,12,70,82,75,3,3,3,3,11,2,1,10,10,10,11,10,10,0,0,0,7,10,7,11,3000,0,77,80,222,10,4,-31,0,0,312
45,0,0,0,0,84,Kellen,Clemens,350,90,0,100,12,68,0,7,27259,18,27259,66,24,0,0,75,0,0,0,35,0,0,68,0,17,1015,85,36,29,24,0,8,54,0,0,0,0,0,0,0,160,45,100,0,0,4,2,27,0,0,11,2,5,100,5,50,0,2,91,55,83,1,0,62,0,1,80,30,56,76,60,0,0,0,0,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,350,0,74,64,999,13,1,-31,0,0,150
45,0,0,0,0,78,Marques,Tuiasosopo,60,90,0,15,29,73,0,7,14121,18,14121,71,28,0,0,82,1,0,0,28,0,0,71,1,28,1009,83,26,16,29,0,0,75,0,2,0,0,0,0,0,252,45,100,2,2,1,0,40,0,0,8,1,1,15,1,65,0,2,84,50,51,6,756,67,0,1,88,24,63,74,64,3,2,3,2,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,60,0,73,60,999,0,0,-31,0,0,213
14,0,0,0,0,96,Chad,Pennington,6400,88,0,742,16,57,0,7,1117,18,1117,56,31,0,0,65,1,0,0,25,0,0,59,0,18,1015,60,14,28,25,0,6,40,0,2,0,0,0,0,0,110,17,100,2,2,4,0,40,0,0,10,0,7,742,7,70,0,1,86,85,47,7,749,52,0,1,90,26,49,88,88,3,3,3,0,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,6400,0,75,65,347,0,7,-31,0,0,373
45,0,0,0,0,84,Dan,Orlovsky,160,90,0,32,12,58,0,7,26673,19,26673,55,24,0,0,84,0,0,0,23,0,0,54,0,9,1015,90,18,14,11,0,0,50,0,2,0,7,7,7,7,227,45,100,1,1,2,0,40,0,0,6,0,4,32,4,70,0,5,86,47,54,2,791,50,0,1,90,12,58,71,63,0,0,0,0,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,160,0,76,69,999,0,2,-31,0,0,150
45,0,0,0,0,83,Drew,Stanton,400,89,0,44,20,74,0,7,27939,19,27939,70,23,0,0,80,0,0,0,35,0,0,72,0,11,1015,82,28,26,19,0,0,55,0,2,0,0,0,0,0,118,45,100,2,2,4,2,62,0,0,5,1,4,44,4,70,0,2,90,50,67,0,800,64,0,1,90,25,64,72,50,1,1,0,0,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,400,0,75,66,943,10,0,-31,0,0,150
45,0,0,0,0,88,Jon,Kitna,1050,88,0,272,36,56,0,4,1605,19,1605,54,34,0,0,80,2,0,0,18,0,0,59,0,63,1009,86,30,36,20,0,1,54,0,4,0,0,0,0,0,265,10,100,1,1,3,0,40,0,0,8,0,4,272,4,74,0,15,89,80,47,10,785,29,0,1,85,26,60,84,84,3,0,3,0,5,7,0,10,5,10,5,10,5,0,0,0,6,10,7,5,1050,0,74,57,270,0,1,-31,0,0,307
