PRL2,PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PTSA,PSTA,PFPB,PVSB,PKAC,PACC,PMPC,PHED,PGID,TGID,POID,PSPD,PAGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PLEL,TLEL,PREL,TREL,PCOL,PROL,PLPL,PGSL,PTSL,PCYL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PCON,PSBO,PVCO,PEGO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PCHS,PFHS,PMHS,PVIS,PPOS,POPS,PLSS,PFTS,PMTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
45,0,0,0,0,17,Cameron,Brate,29,74,0,0,16,85,0,10,14,6,65416,80,24,0,0,80,1,0,0,64,0,0,85,0,33,0,78,32,54,55,0,0,60,0,0,0,0,0,0,0,218,45,0,0,0,0,0,60,1,0,86,2,0,0,0,0,0,15,19,50,64,2,0,67,0,0,75,16,72,69,48,0,0,0,0,0,10,54,0,10,15,10,0,10,0,4,4,10,0,5,5,0,0,77,88,1023,19,0,-30,0,0,10
45,1,1,1,1,13,Jeff,Adams,29,79,0,0,12,68,0,7,15,1009,65417,60,24,1,0,75,1,0,0,19,0,1,61,0,33,0,82,18,80,80,0,6,17,0,2,0,0,0,0,0,43,45,0,0,0,0,0,60,0,0,58,2,0,0,0,0,0,15,19,51,54,2,0,14,0,0,75,14,86,67,51,0,0,0,0,5,10,34,5,15,15,15,10,15,0,9,4,10,15,15,15,0,0,79,145,1023,8,0,-30,0,0,151
45,7,7,7,7,27,Senorise,Perry,29,71,0,0,18,83,0,1,16,1,65418,90,22,0,1,69,0,0,0,65,0,0,79,0,33,0,70,26,35,39,0,7,63,0,0,0,0,0,0,0,105,45,0,0,0,1,0,60,0,0,32,1,1,0,0,0,0,15,36,50,79,0,0,71,0,0,75,18,54,66,58,0,0,0,0,0,5,59,0,15,15,20,0,10,0,1,0,15,0,15,5,0,0,72,27,1023,69,0,-30,0,0,197
45,6,6,6,6,29,Ka'Deem,Carey,29,88,0,0,17,84,2,5,17,1,65419,80,21,0,0,79,0,0,0,63,0,0,79,0,17,0,82,28,41,44,0,9,75,0,0,0,0,0,0,0,8,45,0,0,0,1,3,60,0,0,25,2,1,0,0,0,0,4,32,50,71,0,0,77,0,0,75,21,64,69,60,0,0,0,0,0,5,49,0,15,15,10,0,15,1,1,1,10,0,20,5,0,0,70,47,1023,65,0,-30,0,0,6
45,4,4,4,4,20,Chris,Williams,30,87,0,0,19,95,3,7,18,1,65420,90,26,0,0,68,0,0,0,69,0,0,88,0,33,0,85,25,20,23,0,1,46,0,0,0,0,0,0,0,144,45,0,0,0,1,0,60,0,0,82,1,1,0,0,0,0,15,44,50,86,2,0,60,0,0,75,19,38,69,59,0,0,0,0,0,5,49,0,15,15,10,0,10,0,3,2,15,0,20,0,0,0,68,15,1023,92,0,-30,0,0,43
45,2,2,2,2,20,Blake,Annen,29,83,0,0,10,77,3,5,19,1,65421,90,22,0,1,84,0,0,0,80,0,0,76,0,33,0,88,50,42,46,0,8,59,0,0,0,0,0,0,0,36,45,0,0,0,1,1,60,0,0,84,1,1,0,0,0,0,15,31,50,70,0,0,67,0,0,75,22,58,67,46,0,0,0,0,0,5,54,0,10,15,10,0,15,0,4,3,15,0,20,5,0,0,76,87,1023,20,0,-30,0,0,120
45,1,1,1,1,11,Charles,Leno,29,82,0,0,17,65,1,2,20,1,65422,57,22,0,0,75,0,0,0,33,0,0,67,0,31,0,77,49,77,80,0,12,31,0,0,0,1,1,1,1,19,45,0,0,0,1,4,60,0,0,72,2,1,0,0,0,0,7,28,50,60,0,0,40,0,0,75,24,77,65,60,3,3,3,3,10,10,34,10,15,15,15,10,10,0,5,4,15,10,30,5,0,0,75,142,1023,7,0,-30,0,0,200
45,0,0,0,0,15,Michael,Ola,29,82,0,0,12,55,1,4,21,1,65423,60,25,1,0,79,0,0,0,35,0,0,63,0,33,0,78,41,80,82,0,3,31,0,0,0,0,0,0,0,74,45,0,0,0,1,0,60,0,0,70,2,1,0,0,0,0,15,27,50,44,1,0,36,0,0,75,23,83,65,50,2,2,2,2,15,15,24,15,20,25,15,15,15,0,6,5,15,15,30,10,0,0,76,152,1023,10,0,-30,0,0,55
45,2,2,2,2,19,Ryan,Groy,29,80,0,0,22,56,0,7,22,1,65424,63,23,0,0,69,0,0,0,47,0,0,64,0,33,0,74,44,75,79,0,8,35,0,2,0,0,0,0,0,258,45,0,0,0,1,0,60,0,0,79,2,1,0,0,0,0,15,24,50,48,0,0,60,0,0,75,24,79,63,49,3,3,3,3,10,10,24,15,15,25,10,15,15,0,8,6,20,15,20,10,0,0,77,160,1023,9,0,-30,0,0,151
45,6,6,6,6,15,Will,Sutton,29,82,0,0,19,67,0,1,23,1,65425,59,22,0,0,78,0,0,0,32,0,0,57,0,18,0,86,71,33,49,0,3,33,0,0,0,0,0,0,0,9,45,0,0,0,0,3,60,0,0,93,2,0,0,0,0,0,3,23,50,60,0,0,35,0,0,75,19,84,67,58,3,3,3,3,10,10,19,10,15,15,15,20,10,1,12,0,10,15,35,10,0,0,72,143,1023,8,0,-30,0,0,94
45,3,3,3,3,15,Ego,Ferguson,29,82,0,0,20,74,0,0,24,1,65426,63,22,0,0,78,0,1,1,38,0,0,50,0,19,0,86,78,34,39,0,8,43,0,0,0,0,0,0,0,106,45,0,1,1,0,0,60,0,0,95,0,0,0,0,0,0,2,22,50,60,0,0,43,0,0,75,24,79,67,51,0,0,0,0,10,10,29,10,10,10,20,15,15,0,12,0,10,15,25,10,0,0,74,155,1023,10,0,-30,0,0,18
45,1,1,1,1,19,Christian,Jones,29,85,0,0,18,77,0,4,25,1,65427,82,22,2,1,69,0,0,0,61,0,0,81,0,33,0,78,71,31,40,0,10,45,0,0,0,0,0,0,0,64,45,0,0,0,0,3,60,0,0,59,0,0,0,0,0,0,15,28,50,75,0,0,58,0,0,75,20,62,67,53,2,2,2,2,0,15,49,0,15,10,10,0,15,1,13,0,10,5,15,10,0,0,75,80,1023,20,0,-30,0,0,21
45,4,4,4,4,15,DeDe,Lattimore,29,88,0,0,18,86,0,4,26,1,65428,76,22,0,0,79,0,0,0,38,0,0,77,0,33,0,77,75,31,30,0,10,54,0,0,0,9,9,9,9,232,45,0,0,0,0,3,60,0,0,96,2,0,0,0,0,0,15,21,50,63,0,0,55,0,0,75,19,63,66,56,0,0,0,0,0,15,44,5,15,10,20,5,15,1,13,0,15,5,15,15,0,0,73,77,1023,11,0,-30,0,0,69
45,5,5,5,5,19,Kyle,Fuller,29,93,0,0,16,90,3,7,27,1,65429,89,21,0,0,81,0,0,0,77,0,0,86,0,14,0,81,63,28,33,0,9,40,0,0,0,8,8,8,8,241,45,0,2,2,0,3,60,0,0,23,2,0,0,0,0,0,1,25,50,88,0,0,68,0,0,75,18,53,80,64,0,0,0,0,5,20,50,10,25,10,50,0,30,1,16,0,10,0,15,10,0,0,71,30,1023,45,0,-30,0,0,61
45,2,2,2,2,18,Demontre,Hurst,29,90,0,0,20,90,0,4,28,1,65430,88,22,0,0,77,0,0,0,44,0,0,83,0,33,0,78,45,22,27,0,11,36,0,0,0,9,9,9,9,157,45,0,0,0,0,4,60,0,0,30,0,0,0,0,0,0,15,19,50,79,0,0,60,0,0,75,22,47,63,60,0,0,0,0,0,5,49,0,10,10,10,0,10,1,16,0,10,0,5,5,0,0,70,23,1023,37,0,-30,0,0,134
45,2,2,2,2,17,Al,Louis-Jean,29,89,0,0,20,81,1,4,29,1,65431,89,20,0,0,79,0,0,0,71,0,0,77,0,33,0,77,64,28,33,0,7,33,0,0,0,0,0,0,0,20,45,0,0,0,0,0,60,0,0,39,0,0,0,0,0,0,15,32,50,75,0,0,60,0,0,75,23,50,69,55,0,0,0,0,0,5,64,0,10,10,10,0,5,0,16,0,10,0,10,5,0,0,73,27,1023,59,0,-30,0,0,4
45,4,4,4,4,18,Brock,Vereen,29,86,0,0,18,90,0,4,30,1,65432,89,21,0,0,71,0,0,0,60,0,0,84,0,31,0,83,55,33,37,0,12,44,0,0,0,0,0,0,0,120,45,0,0,0,0,4,60,0,0,45,2,0,0,0,0,0,4,30,50,75,0,0,59,0,0,75,20,70,67,50,3,3,3,3,5,5,49,0,10,10,15,5,10,0,17,0,10,0,15,5,0,0,71,39,1023,40,0,-30,0,0,2
45,0,0,0,0,29,Pat,O'Donnell,29,88,0,0,89,81,0,7,31,1,65433,82,22,0,0,68,0,0,0,29,0,0,76,0,15,0,81,37,27,31,0,0,19,0,0,0,0,0,0,0,115,45,0,0,0,0,0,60,0,0,16,2,0,0,0,0,0,6,50,50,69,0,0,51,0,0,75,91,64,84,55,2,2,2,2,0,5,64,0,10,10,20,0,15,0,20,0,10,0,10,5,0,0,76,60,1023,12,0,-30,0,0,308
45,5,5,5,5,24,Jeremy,Hill,29,78,0,0,18,83,0,5,32,2,65434,86,21,2,1,80,0,0,0,63,0,0,72,0,23,0,85,37,50,52,0,12,87,0,0,0,1,1,1,1,106,45,0,0,0,0,4,60,0,0,32,0,0,0,0,0,0,2,26,50,65,0,0,88,0,0,75,23,69,76,61,0,0,0,0,5,10,49,5,15,10,10,5,15,0,1,0,10,5,15,10,0,0,73,78,1023,44,0,-30,0,0,29
45,0,0,0,0,18,Ryan,Hewitt,29,80,0,0,21,73,0,7,33,2,65435,68,22,0,0,79,0,0,0,75,0,0,77,0,33,0,78,43,47,60,0,1,62,0,2,0,1,1,1,1,200,45,0,0,0,0,0,60,0,0,89,2,0,0,0,0,0,15,30,50,60,0,0,79,0,0,75,22,59,79,55,0,0,0,0,5,15,54,5,15,10,20,10,15,0,2,0,15,5,10,10,0,0,76,94,1023,30,0,-30,0,0,46
45,3,3,3,3,27,James,Wright,29,77,0,0,17,85,0,4,34,2,65436,91,21,0,0,74,0,0,0,75,0,0,83,0,24,0,79,47,28,29,0,0,60,0,0,0,7,7,7,7,106,45,0,0,0,0,0,60,0,0,86,0,0,0,0,0,0,7,48,50,86,0,0,69,0,0,75,24,60,70,53,0,0,0,0,0,5,54,0,5,10,15,0,10,0,3,0,15,0,15,5,0,0,73,41,1023,69,0,-30,0,0,13
45,5,5,5,5,22,Kevin,Brock,29,70,0,0,19,82,3,4,35,2,65437,78,27,0,0,66,0,0,0,73,0,0,78,0,33,0,74,47,51,55,0,7,61,0,0,0,0,0,0,0,175,45,0,0,0,0,3,60,0,0,83,2,0,0,0,0,0,15,35,50,66,0,0,67,0,0,75,25,63,71,53,0,0,0,0,5,10,49,5,10,10,10,5,15,0,4,0,10,5,10,10,0,0,77,104,1023,34,0,-30,0,0,15
45,5,5,5,5,39,Zach,Miller,29,87,0,0,15,82,0,5,36,1,65438,82,29,0,0,85,0,0,0,79,0,0,81,0,7,0,82,36,41,45,0,1,40,0,0,0,8,8,8,8,141,45,0,0,0,0,0,60,0,0,86,1,0,0,0,0,0,6,44,50,77,4,0,65,0,0,75,22,57,70,73,0,0,0,0,5,10,59,0,15,10,15,5,10,0,4,0,15,5,10,10,0,0,77,76,1023,33,0,-30,0,0,7
45,1,1,1,1,13,T.J.,Johnson,29,74,0,0,16,56,0,5,37,2,65439,59,23,0,0,79,0,0,0,29,0,0,55,0,33,0,72,34,79,80,0,9,30,0,4,0,0,0,0,0,176,45,0,0,0,0,3,60,0,0,60,2,0,0,0,0,0,7,22,50,44,0,0,39,0,0,75,21,84,67,53,5,5,5,5,10,15,29,10,15,10,10,10,15,0,8,0,10,0,35,10,0,0,76,150,1023,9,0,-30,0,0,3
45,3,3,3,3,21,Trey,Hopkins,29,75,0,0,23,57,0,4,38,2,65440,60,21,0,0,81,0,0,0,30,0,0,52,0,33,0,73,37,81,79,0,3,30,0,0,0,0,0,0,0,214,45,0,0,0,0,1,60,0,0,73,2,0,0,0,0,0,15,27,50,51,0,0,38,0,0,75,23,81,66,53,2,2,2,2,10,15,19,10,20,10,15,10,20,0,6,0,15,10,20,10,0,0,75,150,1023,8,0,-30,0,0,45
45,1,1,1,1,20,Russell,Bodine,29,76,0,0,17,68,0,7,39,2,65441,62,21,0,0,82,0,0,0,33,0,0,50,0,11,0,83,39,76,83,0,3,28,0,2,0,0,0,0,0,135,45,0,0,0,0,3,60,0,0,61,0,0,0,0,0,0,4,26,50,66,0,0,40,0,0,75,28,91,72,55,0,0,0,0,10,15,29,10,15,10,10,10,15,0,7,0,10,5,25,10,0,0,75,146,1023,11,0,-30,0,0,71
45,0,0,0,0,75,Johnny,Manziel,29,95,0,0,20,83,0,7,40,5,65442,83,21,0,0,88,0,0,0,46,0,0,93,0,22,0,85,27,18,20,0,7,55,0,2,0,0,0,0,0,215,45,0,2,2,0,0,60,0,0,2,1,0,0,0,0,0,1,89,50,71,0,0,59,0,0,75,21,53,76,61,0,0,0,0,0,10,49,0,10,10,20,0,15,1,0,0,10,0,5,10,0,0,72,50,1023,20,0,-30,0,0,30
45,6,6,6,6,22,Glenn,Winston,29,80,0,0,19,80,0,4,41,5,65443,87,24,0,0,82,0,0,0,66,0,0,79,0,33,0,82,30,38,42,0,7,65,0,0,0,0,0,0,0,265,45,0,0,0,0,1,60,0,0,41,2,0,0,0,0,0,15,29,50,79,0,0,81,0,0,75,22,66,67,53,0,0,0,0,0,10,49,0,15,10,15,0,15,1,1,0,10,0,15,5,0,0,74,60,1023,60,0,-30,0,0,295
45,5,5,5,5,17,Pierre,Desir,29,89,0,0,16,87,0,5,42,5,65444,88,23,0,0,81,0,0,0,63,0,0,88,0,27,0,80,49,22,27,0,8,40,0,0,0,0,0,0,0,265,45,0,4,4,0,2,60,0,0,26,0,0,0,0,0,0,4,31,50,90,0,0,62,0,0,75,18,48,70,59,0,0,0,0,0,5,64,0,10,10,10,0,10,0,16,0,15,0,15,5,0,0,74,46,1023,33,0,-30,0,0,65
45,0,0,0,0,20,Jordan,Poyer,29,90,0,0,16,89,0,4,43,5,65445,87,22,0,1,82,0,0,0,56,0,0,85,0,12,0,81,55,23,30,0,13,42,0,0,0,0,0,0,0,161,45,0,0,0,0,4,60,0,0,33,0,0,0,0,0,0,7,28,50,71,1,0,70,0,0,75,17,64,67,57,0,0,0,0,5,5,54,0,10,10,20,0,15,0,17,0,10,0,15,5,0,0,72,31,1023,37,0,-30,0,0,220
45,2,2,2,2,18,K'Waun,Williams,29,85,0,0,14,90,2,5,44,5,65446,87,22,0,1,79,0,0,0,62,0,0,86,0,33,0,79,55,22,27,0,7,44,0,0,0,0,0,0,0,166,45,0,0,0,0,0,60,0,0,36,1,0,0,0,0,0,15,18,50,84,0,0,67,0,0,75,18,54,70,56,0,0,0,0,0,5,44,0,10,10,15,0,15,0,16,0,10,0,15,5,0,0,69,23,1023,66,0,-30,0,0,428
45,5,5,5,5,12,Robert,Nelson,29,89,0,0,13,80,0,4,45,5,65447,92,23,2,1,81,0,0,0,67,0,0,86,0,33,0,81,49,20,24,0,7,44,0,0,0,8,8,8,8,9,45,0,6,6,0,1,60,0,0,42,0,0,0,0,0,0,15,21,50,76,0,0,63,0,0,75,16,44,69,60,0,0,0,0,5,5,59,0,10,10,5,0,10,0,16,0,10,0,20,5,0,0,69,15,1023,29,0,-30,0,0,59
45,0,0,0,0,50,InGame,Created24,29,50,0,0,50,50,0,7,46,1009,65448,50,22,0,0,50,0,0,0,50,0,0,50,0,0,0,50,50,50,50,0,0,50,0,0,0,0,0,0,0,22,45,0,0,0,0,0,60,0,0,1,0,0,0,0,0,0,0,50,50,50,0,0,50,0,0,75,50,50,28,50,0,0,0,0,5,20,50,10,25,10,50,0,30,0,0,0,10,0,15,10,0,0,70,50,1023,50,0,-30,0,0,3
45,0,0,0,0,50,InGame,Created25,29,50,0,0,50,50,0,7,47,1009,65449,50,22,0,0,50,0,0,0,50,0,0,50,0,0,0,50,50,50,50,0,0,50,0,0,0,0,0,0,0,23,45,0,0,0,0,0,60,0,0,1,0,0,0,0,0,0,0,50,50,50,0,0,50,0,0,75,50,50,28,50,0,0,0,0,5,20,50,10,25,10,50,0,30,0,0,0,10,0,15,10,0,0,70,50,1023,50,0,-30,0,0,3
45,0,0,0,0,78,Mike,Glennon,29,91,0,0,20,63,0,4,48,6,65450,64,24,0,1,78,0,0,0,21,0,0,59,0,11,0,89,25,17,20,0,1,29,0,1,0,0,0,0,0,138,45,0,4,4,1,0,60,0,0,8,0,1,0,0,0,0,3,93,50,54,1,0,60,0,0,75,16,46,74,66,1,1,2,2,0,5,64,0,5,10,15,0,5,0,0,0,15,0,5,5,0,0,78,65,1023,10,0,-30,0,0,38
45,0,0,0,0,50,InGame,Created27,29,50,0,0,50,50,0,7,49,1,65451,50,22,0,0,50,0,0,0,50,0,0,50,0,0,0,50,50,50,50,0,0,50,0,0,0,0,0,0,0,25,45,0,0,0,1,0,60,0,0,2,0,1,0,0,0,0,0,50,50,50,0,0,50,0,0,75,50,50,28,50,0,0,0,0,5,20,50,10,25,10,50,0,30,0,0,0,10,0,15,10,0,0,70,50,1023,50,0,-30,0,0,3
45,0,0,0,0,50,InGame,Created28,29,50,0,0,50,50,0,7,50,1,65452,50,22,0,0,50,0,0,0,50,0,0,50,0,0,0,50,50,50,50,0,0,50,0,0,0,0,0,0,0,27,45,0,0,0,1,0,60,0,0,3,0,1,0,0,0,0,0,50,50,50,0,0,50,0,0,75,50,50,28,50,0,0,0,0,5,20,50,10,25,10,50,0,30,0,0,0,10,0,15,10,0,0,70,50,1023,50,0,-30,0,0,3
45,0,0,0,0,50,InGame,Created29,29,50,0,0,50,50,0,7,51,1,65453,50,22,0,0,50,0,0,0,50,0,0,50,0,0,0,50,50,50,50,0,0,50,0,0,0,0,0,0,0,29,45,0,0,0,1,0,60,0,0,4,0,1,0,0,0,0,0,50,50,50,0,0,50,0,0,75,50,50,28,50,0,0,0,0,5,20,50,10,25,10,50,0,30,0,0,0,10,0,15,10,0,0,70,50,1023,50,0,-30,0,0,3
45,0,0,0,0,50,InGame,Created30,29,50,0,0,50,50,0,7,52,1,65454,50,22,0,0,50,0,0,0,50,0,0,50,0,0,0,50,50,50,50,0,0,50,0,0,0,0,0,0,0,30,45,0,0,0,1,0,60,0,0,5,0,1,0,0,0,0,0,50,50,50,0,0,50,0,0,75,50,50,28,50,0,0,0,0,5,20,50,10,25,10,50,0,30,0,0,0,10,0,15,10,0,0,70,50,1023,50,0,-30,0,0,3
45,3,3,3,3,15,David,Paulson,72,77,0,0,13,82,0,7,57,29,57,84,24,0,1,80,2,0,0,79,0,0,81,0,32,1009,82,30,39,48,0,8,29,0,0,0,0,0,0,0,160,45,100,0,0,1,0,0,0,0,81,1,1,0,1,57,0,7,17,41,65,2,0,72,0,1,95,11,70,69,54,0,2,0,2,0,10,54,0,5,0,15,0,10,0,4,4,10,0,10,10,72,0,76,86,999,20,0,-31,0,0,41
45,4,4,4,4,13,Jasper,Brinkley,72,87,0,0,17,85,0,5,112,31,112,79,28,0,0,93,2,0,0,52,0,0,82,2,13,1009,79,77,27,38,1,3,28,0,0,0,0,0,0,0,176,45,100,0,0,1,0,0,0,0,54,2,1,0,1,90,0,5,17,0,74,5,0,47,0,1,98,13,76,73,69,0,0,0,0,5,10,34,5,10,10,10,10,10,0,14,13,10,5,20,10,72,0,73,92,581,16,0,-31,0,0,54
45,2,2,2,2,18,George,Selvie,82,75,0,0,19,83,0,5,116,17,116,71,26,0,0,69,2,0,0,38,0,0,76,2,63,17,82,67,22,30,0,3,21,0,0,0,0,0,0,0,232,45,100,1,2,1,0,80,0,0,91,0,1,0,1,79,0,15,19,28,83,4,0,43,0,1,92,13,67,72,58,0,0,0,0,5,10,34,15,10,10,5,10,15,1,10,11,5,5,10,15,82,0,76,110,999,7,0,-31,0,0,198
