team,first_name,last_name,position,awareness,speed,acceleration,agility,strength,elusiveness,carrying,trucking,catching,jumping,throw_power,throw_accuracy_short,throw_accuracy_mid,throw_accuracy_deep,throw_on_the_run,playaction,pass_block,run_block,tackle,kick_power,kick_accuracy,kick_return,stamina,injury,run_block_power,run_block_finesse,pass_block_power,pass_block_finesse,break_tackle,toughness,handedness,jersey_number,height,weight,age,birthdate,years_pro,college,draft_round,draft_pick,contract_length,contract_years_left,total_salary,signing_bonus,role_one,role_two,pro_bowl,nfl_icon,hair_style,hair_color,skin_color,tattoo_left,tattoo_right,tendency,face_id,sleeves,left_hand,right_hand,left_wrist,right_wrist,left_elbow,right_elbow,left_knee,right_knee,left_shoe,right_shoe,neck_pad,mouthpiece,breathing_strip,eye_black,helmet,face_mask,visor
Dolphins,Tre,Watson,ROLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,44,75,241,23,7/5/1996,0,Maryland,15,63,3,3,1755000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Patriots,Isaiah,Wynn,LT,66,70,73,76,87,10,25,29,20,59,16,10,6,6,6,6,77,78,33,17,13,10,89,88,77,81,79,77,14,97,Right,76,74,310,23,12/9/1995,1,Georgia,1,23,4,3,11441910,11339897,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ravens,Marshal,Yanda,RG,94,62,81,66,93,10,40,25,32,64,20,6,6,6,6,6,89,92,45,20,20,10,85,93,93,90,90,88,5,99,Right,73,75,305,34,9/15/1984,12,Iowa,3,22,2,2,10000000,10000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Xavier,Grimble,TE,63,75,83,69,67,55,70,72,76,78,13,15,10,5,10,12,56,75,45,15,19,15,82,90,67,72,62,62,-1,65,Right,85,76,261,26,9/22/1992,5,USC,15,63,1,1,2025000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ravens,Chris,Wormley,RE,64,77,88,78,83,24,27,39,31,77,21,6,6,6,6,6,45,45,77,10,13,10,82,90,45,45,45,45,14,81,Right,93,77,300,25,10/25/1993,2,Michigan,3,10,4,2,3559644,898644,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Matthew,Wright,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,16,72,179,23,3/22/1996,0,Central Florida,15,63,3,3,1760000,5000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ravens,Gerald,Willis,DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,92,74,302,23,8/23/1995,0,Miami (Fla.),15,63,3,3,1765000,60000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ravens,Tavon,Young,CB,78,90,92,90,63,69,66,16,70,83,17,6,6,6,6,6,10,12,59,21,24,72,90,91,35,35,35,35,59,84,Right,25,69,185,25,3/14/1994,3,Temple,4,8,4,4,25800000,13000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Malik,Williams,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,39,75,221,23,6/20/1996,1,Louisville,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Ralph,Webb,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,40,70,200,24,11/21/1994,1,Vanderbilt,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Vince,Williams,MLB,83,82,85,75,73,25,60,35,55,79,29,6,6,6,6,6,45,45,86,25,21,10,87,81,45,45,45,45,10,85,Right,98,73,233,29,12/27/1989,6,Florida State,6,46,4,3,18600000,6700000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,T.J.,Watt,LOLB,85,83,88,84,77,38,53,52,57,88,25,6,6,6,6,6,45,45,79,23,17,6,84,86,45,45,45,45,23,88,Right,90,76,252,24,10/11/1994,2,Wisconsin,1,30,4,2,9258810,7933745,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Trevor,Wood,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,88,78,265,23,1/25/1996,0,Texas A&M,15,63,3,3,1762000,7000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Herb,Waters,CB,45,89,93,90,59,79,62,55,77,88,61,58,53,48,65,48,30,35,42,10,11,70,87,89,35,35,35,35,69,87,Left,35,73,194,26,11/10/1992,CONFLICT,Miami (Fla.),,,,,500000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,James,Washington,WR,65,90,89,85,68,69,77,65,83,84,29,17,13,10,14,10,36,45,32,20,13,73,94,93,33,27,32,26,79,86,Right,13,71,213,23,4/2/1996,1,Oklahoma State,2,28,4,3,4501346,2383704,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Stephon,Tuitt,LE,93,75,82,68,91,20,50,30,47,71,24,6,6,6,6,6,45,45,87,15,17,10,74,84,45,45,45,45,10,78,Right,91,78,303,26,5/23/1993,5,Notre Dame,2,14,6,4,60000000,14000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Alejandro,Villanueva,LT,97,72,81,74,87,29,71,55,68,77,22,6,6,6,6,6,86,81,39,19,19,10,74,88,84,77,89,85,26,98,Right,78,81,320,30,9/22/1988,5,Army,15,63,4,2,24000000,6500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Ryan,Switzer,WR,74,90,92,93,60,78,66,42,82,80,58,52,47,43,48,41,39,50,33,21,20,86,92,92,29,22,20,19,72,82,Right,10,68,185,24,11/4/1994,2,North Carolina,4,37,4,2,2968984,568984,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Robert,Spillane,MLB,55,80,83,79,71,40,60,45,58,79,21,6,6,6,6,6,45,45,81,18,12,10,84,86,45,45,45,45,31,82,Right,49,73,229,23,12/14/1995,1,Western Michigan,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Diontae,Spencer,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,82,68,163,27,3/19/1992,1,McNeese State,,,,,,,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Cameron,Sutton,CB,66,88,90,91,69,73,62,31,69,82,24,6,6,6,6,6,35,35,55,22,18,83,93,88,35,35,35,35,63,79,Right,20,71,188,24,2/27/1995,2,Tennessee,3,30,4,2,3217128,736128,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,JuJu,Smith-Schstr.,WR,95,91,92,88,76,74,78,75,94,93,34,24,18,14,28,18,46,51,34,24,17,77,94,90,37,35,34,30,80,95,Right,19,73,215,22,11/22/1996,2,USC,2,30,4,2,4195778,1984476,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Sutton,Smith,ROLB,60,83,81,87,73,47,66,38,55,77,30,20,15,11,15,10,46,45,76,15,14,10,88,87,45,45,45,45,43,85,Right,42,72,233,23,3/22/1996,0,Northern Illinois,6,15,4,4,2723292,203292,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Conor,Sheehy,RE,50,64,79,65,79,19,35,36,39,78,10,6,6,6,6,6,45,45,78,16,13,10,81,88,45,45,45,45,10,83,Right,61,76,295,23,7/24/1996,1,Wisconsin,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Christian,Scotland-Wlm.,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,49,81,274,26,7/5/1993,1,No College,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Tuzar,Skipper,LOLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,51,75,246,24,6/5/1995,0,Toledo,15,63,3,3,1756000,1000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Casey,Sayles,DT,47,73,81,72,87,21,36,38,48,75,28,6,6,6,6,6,45,45,76,17,16,10,85,89,49,49,45,45,16,86,Right,74,75,289,23,9/4/1995,2,Ohio U.,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Tegray,Scales,MLB,57,80,87,78,78,39,55,40,63,84,28,6,6,6,6,6,45,45,78,18,12,10,82,88,45,45,45,45,22,85,Right,46,72,227,23,5/10/1996,1,Indiana,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Benny,Snell,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,24,70,224,21,2/27/1998,0,Kentucky,,,,,,,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Jaylen,Samuels,HB,72,88,88,85,70,73,81,76,74,83,38,40,36,32,33,20,56,57,30,11,19,13,90,91,55,50,43,39,72,86,Right,38,72,225,23,7/20/1996,1,North Carolina State,5,37,4,3,2718064,258064,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Ryan,Shazier,MLB,86,85,88,86,82,64,59,44,70,93,20,6,6,6,6,6,45,45,87,27,23,10,93,79,45,45,45,45,49,78,Right,50,73,230,26,9/6/1992,5,Ohio State,1,15,6,1,18225204,9507204,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Mason,Rudolph,QB,66,76,84,71,69,60,66,58,40,71,84,84,79,80,71,74,14,17,29,20,16,14,96,91,13,10,13,10,51,87,Right,2,77,235,24,7/17/1995,1,Oklahoma State,3,12,4,3,3921866,932264,45,45,0,0,7,2,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0
Steelers,Eli,Rogers,WR,71,87,90,91,62,81,72,42,87,83,35,33,28,15,24,20,31,59,27,24,22,75,92,88,37,36,10,11,76,72,Right,17,70,187,26,12/23/1992,4,Louisville,15,63,2,2,3030000,500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Ben,Roethlisberg.,QB,89,73,78,67,82,64,60,65,52,73,91,89,89,87,89,82,15,12,47,63,59,10,95,92,12,12,15,15,65,98,Right,7,77,240,37,3/2/1982,15,Miami (Ohio),1,11,3,3,68000000,37500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Kevin,Rader,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,87,76,250,24,4/26/1995,1,Youngstown State,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Damian,Prince,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,64,75,320,23,4/16/1996,0,Maryland,15,63,3,3,1756000,1000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Brandon,Reilly,WR,57,89,91,86,63,63,67,50,80,84,25,15,10,6,10,27,48,56,27,15,16,68,88,88,46,49,39,39,-1,77,Left,13,74,200,25,9/24/1993,2,Nebraska,15,63,1,1,570000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Chukwuma,Okorafor,LT,63,62,77,61,83,15,27,24,24,61,18,6,6,6,6,6,72,75,28,18,13,10,88,91,71,75,69,73,12,81,Right,76,78,320,22,8/8/1997,1,Western Michigan,3,28,4,3,3407364,812364,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Roosevelt,Nix,FB,79,79,87,81,75,52,71,78,59,80,35,20,15,10,10,10,62,55,45,25,25,51,82,90,48,44,44,41,37,85,Right,45,71,248,27,3/30/1992,5,Kent State,15,63,4,3,6975000,1750000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Maurkice,Pouncey,C,91,63,80,69,91,21,32,35,34,68,12,6,6,6,6,6,83,83,35,15,10,10,88,87,84,83,85,82,11,89,Right,53,76,304,30,7/24/1989,9,Florida,1,18,3,3,22000000,12000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Steven,Nelson,CB,79,90,90,91,74,65,59,20,67,85,26,6,6,6,6,6,35,35,60,15,14,65,90,94,35,35,35,35,55,87,Right,22,71,194,26,1/22/1993,4,Oregon State,3,34,3,3,25500000,7500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Patrick,Morris,C,55,69,79,72,95,10,35,15,40,85,22,6,6,6,6,6,66,64,41,18,22,10,81,83,66,60,68,64,5,85,Right,62,75,300,24,2/13/1995,1,Texas Christian,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Henry,Mondeaux,DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,72,76,280,23,9/19/1995,1,Oregon,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Donte,Moncrief,WR,78,91,91,84,63,68,73,69,83,91,35,30,25,15,25,15,45,45,34,22,20,75,92,91,39,32,30,30,72,75,Right,11,74,216,26,8/6/1993,5,Mississippi,3,26,2,2,9000000,3500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Travon,McMillian,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,35,72,209,23,2/5/1996,0,Colorado,15,63,3,3,1760000,5000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Daniel,McCullers,DT,73,61,72,52,88,10,39,20,30,62,25,6,6,6,6,6,45,45,81,23,17,10,66,88,45,45,45,45,10,78,Right,93,79,352,27,8/11/1992,5,Tennessee,6,55,2,2,2750000,250000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Vance,McDonald,TE,88,82,87,78,81,57,71,80,84,72,35,35,33,30,35,22,68,75,42,15,14,25,91,84,74,66,67,62,70,73,Right,89,76,267,29,6/13/1990,6,Rice,2,23,6,3,32500000,9100000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Trevon,Mathis,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,46,70,186,23,9/12/1995,1,Toledo,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Tyler,Matakevich,MLB,71,79,86,77,75,45,65,40,68,80,20,6,6,6,6,6,45,45,83,14,15,10,90,91,45,45,45,45,30,93,Right,44,73,235,26,12/22/1992,3,Temple,7,54,4,1,2403052,63052,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,P.J.,Locke,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,24,70,202,22,2/12/1997,0,Texas,15,63,3,3,1757000,2000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Christian,Kuntz,ROLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,,73,227,25,4/13/1994,2,Duquesne,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Justin,Layne,CB,66,89,89,87,55,64,64,42,69,89,35,15,10,6,10,6,28,34,56,25,22,45,87,90,34,35,22,22,55,86,Right,31,74,192,21,1/12/1998,0,Michigan State,3,19,4,4,3683180,922180,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Tevin,Jones,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,14,74,225,26,12/26/1992,3,Memphis,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Fred,Johnson,RG,48,62,75,55,84,10,20,25,24,63,12,6,6,6,6,6,61,62,31,14,13,10,80,89,64,61,62,58,5,83,Right,74,79,328,22,6/5/1997,0,Florida,15,63,3,3,1770000,15000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Mike,Hilton,CB,85,87,89,90,65,69,57,31,62,81,22,26,20,17,19,18,16,26,60,11,10,69,86,87,15,15,23,23,59,80,Right,28,69,184,25,3/9/1994,3,Mississippi,15,63,1,1,645000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Kameron,Kelly,SS,47,85,87,85,57,68,63,42,63,80,27,6,6,6,6,6,10,21,60,16,13,45,91,83,33,34,33,34,55,86,Right,38,74,205,22,8/19/1996,1,San Diego State,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Jerald,Hawkins,LT,60,65,75,53,83,18,29,37,25,55,10,6,6,6,6,6,67,72,26,8,7,10,86,89,73,66,62,69,8,91,Right,65,78,305,25,10/16/1993,3,LSU,4,27,4,1,2870488,530488,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Diontae,Johnson,WR,70,91,92,92,59,80,72,37,81,84,53,48,40,42,49,44,28,43,29,52,52,81,90,89,20,12,14,16,74,82,Right,18,70,182,23,7/5/1996,0,Toledo,3,2,4,4,4280962,1133428,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Cameron,Heyward,RE,95,72,80,70,93,21,39,36,25,65,21,6,6,6,6,6,45,45,87,12,11,10,88,89,45,45,45,45,11,88,Right,97,77,295,30,5/6/1989,8,Ohio State,1,31,6,2,52281000,16000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Steelers,Lavon,Hooks,LE,56,63,76,62,73,11,45,41,32,67,19,6,6,6,6,6,45,45,81,25,25,10,79,88,45,45,45,45,10,80,Right,95,75,312,27,1/23/1992,4,Mississippi,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
