team,first_name,last_name,position,awareness,speed,acceleration,agility,strength,elusiveness,carrying,trucking,catching,jumping,throw_power,throw_accuracy_short,throw_accuracy_mid,throw_accuracy_deep,throw_on_the_run,playaction,pass_block,run_block,tackle,kick_power,kick_accuracy,kick_return,stamina,injury,run_block_power,run_block_finesse,pass_block_power,pass_block_finesse,break_tackle,toughness,handedness,jersey_number,height,weight,age,birthdate,years_pro,college,draft_round,draft_pick,contract_length,contract_years_left,total_salary,signing_bonus,role_one,role_two,pro_bowl,nfl_icon,hair_style,hair_color,skin_color,tattoo_left,tattoo_right,tendency,face_id,sleeves,left_hand,right_hand,left_wrist,right_wrist,left_elbow,right_elbow,left_knee,right_knee,left_shoe,right_shoe,neck_pad,mouthpiece,breathing_strip,eye_black,helmet,face_mask,visor
49ers,Matt,Breida,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,22,71,190,24,2/28/1995,1,Georgia Southern,15,63,3,2,1670000,30000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Ahkello,Witherspoon,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,23,75,195,24,3/21/1995,1,Colorado,3,2,4,3,3884665,973572,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,K'Waun,Williams,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,24,69,184,27,7/12/1991,4,Pittsburgh,15,63,4,3,8850000,3615000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Richard,Sherman,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,25,75,195,31,3/30/1988,7,Stanford,5,26,3,3,27150000,3000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Adrian,Colbert,FS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,27,74,205,25,10/6/1993,1,Miami (Fla.),7,37,4,3,2484800,84800,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Jerick,McKinnon,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,28,69,205,26,5/3/1992,4,Georgia Southern,3,32,4,4,30000000,11700000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Jaquiski,Tartt,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,29,73,218,27,2/12/1992,3,Samford,2,14,3,3,13000000,5521865,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Raheem,Mostert,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,31,70,196,27,4/9/1992,3,Purdue,15,63,3,4,8650000,2400000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,D.J.,Reed,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,32,69,188,22,11/11/1996,0,Kansas State,5,14,4,4,2771372,311372,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Tarvarius,Moore,FS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,33,74,195,22,8/16/1996,0,Southern Mississippi,3,31,4,4,3351372,784372,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Godwin,Igwebuike,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,35,72,213,24,9/10/1994,0,Northwestern,15,63,2,2,1050000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Marcell,Harris,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,36,72,208,24,6/9/1994,0,Florida,6,24,4,4,2626300,166300,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Antone,Exum Jr,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,38,72,219,28,2/27/1991,4,Virginia Tech,6,22,1,2,855000,50000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Emmanuel,Moseley,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,40,71,184,23,3/25/1996,0,Tennessee,15,63,2,2,1050000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Jeff,Wilson,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,41,72,194,23,11/16/1995,0,North Texas,15,63,2,2,1050000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Matthew,Dayes,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,43,69,205,24,9/3/1994,CONFLICT,North Carolina State,,,,,2419000,60000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Kyle,Juszczyk,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,44,73,240,27,4/23/1991,5,Harvard,4,34,4,3,21000000,7000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Elijah,Lee,ROLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,47,74,229,23,2/8/1996,1,Kansas State,7,40,2,1,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Fred,Warner,MLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Left,48,76,228,22,11/19/1996,0,Brigham Young,3,6,4,4,3979325,1010188,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Tyree,Robinson,FS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,49,74,215,24,4/14/1994,0,Oregon,15,63,2,2,1050000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Malcolm,Smith,ROLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,51,72,225,29,7/5/1989,7,USC,7,50,1,2,1350000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Mark,Nzeocha,ROLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,53,75,240,29,1/19/1990,3,Wyoming,7,44,3,4,4750000,1250000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,James,Onwualu,LOLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,57,73,234,24,9/4/1994,1,Notre Dame,15,63,2,2,1200000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Weston,Richburg,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,58,76,294,27,7/9/1991,4,Colorado State,2,11,5,5,47500000,16500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Erik,Magnuson,RG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,62,78,305,25,1/5/1994,1,Michigan,15,63,3,2,1669000,14000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Joshua,Garnett,RG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,65,77,313,25,2/21/1994,2,Stanford,1,28,4,2,9304310,7585541,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Najee,Toran,LG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,66,74,305,23,11/15/1995,0,UCLA,15,63,1,1,129200,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Mike,Person,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,68,76,300,30,6/17/1988,7,Montana State,7,47,3,4,8250000,2450000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Mike,McGlinchey,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,69,80,314,24,1/12/1995,0,Notre Dame,1,9,4,4,18341876,18341876,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Joe,Staley,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,74,77,305,34,8/30/1984,11,Central Michigan,1,28,2,2,17500000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Laken,Tomlinson,LG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,75,75,312,27,2/9/1992,3,Duke,1,28,4,4,16500000,6600944,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Shon,Coleman,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,78,78,310,27,11/25/1991,2,Auburn,3,12,4,2,3278816,787536,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Trent,Taylor,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,81,68,181,24,4/30/1994,1,Louisiana Tech,5,49,4,3,2601948,201948,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Ross,Dwelley,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,82,77,240,24,1/26/1995,0,San Diego,15,63,2,2,1050000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Kendrick,Bourne,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,84,73,203,23,8/4/1995,1,Eastern Washington,15,63,3,2,1670000,25000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,George,Kittle,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,85,76,249,25,10/9/1993,1,Iowa,5,18,4,3,2698296,298296,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Kyle,Nelson,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,86,74,240,32,10/3/1986,7,New Mexico State,15,63,4,5,4540000,450000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Garrett,Celek,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,88,77,252,30,5/29/1988,6,Michigan State,15,63,4,2,10000000,3500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Arik,Armstead,LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,91,79,292,25,11/15/1993,3,Oregon,1,17,5,2,9842628,9842628,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Ryan,Delaire,LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,92,76,260,27,1/17/1992,3,Towson,15,63,3,3,2010000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,D.J.,Jones,DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,93,72,321,24,1/19/1995,1,Mississippi,6,38,4,3,2547868,147868,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Solomon,Thomas,RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,94,75,268,23,8/26/1995,1,Stanford,1,3,4,3,28154382,28154382,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Kentavius,Street,LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,95,74,287,22,5/8/1996,0,North Carolina State,4,32,4,4,3070200,610200,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Sheldon,Day,DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,96,73,294,24,7/1/1994,2,Notre Dame,4,7,4,2,2948412,608412,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Dekoda,Watson,LOLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,97,74,245,31,3/3/1988,8,Florida State,7,25,3,2,5000000,1000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Ronald,Blair III,RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,98,76,270,26,1/21/1993,2,Appalachian State,5,14,4,2,2610404,270404,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,DeForest,Buckner,DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,99,79,300,25,3/17/1994,2,Oregon,1,7,4,2,18190990,18190990,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Jason,Verrett,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,21,70,188,27,6/18/1991,4,Texas Christian,1,25,1,2,3000000,1000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Tarvarus,McFadden,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,26,74,205,22,1/28/1997,0,Florida State,15,63,1,1,129200,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Greg,Mabin,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,30,74,200,24,6/25/1994,1,Iowa,15,63,1,2,645000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Tevin,Coleman,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,34,73,210,25,4/16/1993,3,Indiana,3,9,2,3,8500000,3250000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Jon,Brown,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,37,70,194,26,12/7/1992,2,Louisville,15,63,2,3,1080000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Kapron,Lewis-Moore,LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,39,76,315,29,1/24/1990,5,Notre Dame,6,40,2,3,1230000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Pita,Taumoepenu,LOLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,42,73,244,25,3/9/1994,1,Utah,6,42,2,2,1200000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Kwon,Alexander,MLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,45,73,227,24,8/3/1994,3,LSU,4,28,4,5,54000000,14250000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Justin,Vogel,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,46,76,219,25,10/14/1993,1,Miami (Fla.),15,63,1,2,570000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Damontre,Moore,RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,50,76,260,26,9/11/1992,4,Texas A&M,,,,,0,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,David,Mayo,ROLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,52,74,245,25,8/8/1993,3,Texas State,5,41,2,3,2500000,1100000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Dee,Ford,ROLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,54,74,252,28,3/19/1991,4,Auburn,1,23,5,6,85000000,19750000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Christian,DiLauro,RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,55,78,300,24,11/11/1994,0,Illinois,15,63,1,1,144500,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Terrell,Williams,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,56,76,212,22,6/29/1996,0,Houston,15,63,1,1,129200,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Marcus,Lucas,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,59,76,250,27,3/1/1992,4,Missouri,15,63,1,1,129200,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Colin,Holba,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,60,76,248,24,7/8/1994,1,Louisville,6,53,2,2,1200000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Jordan,Smallwood,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,61,74,225,24,1/18/1995,0,Oklahoma,15,63,1,1,129200,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Jordan,Matthews,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,63,75,214,26,7/16/1992,4,Vanderbilt,2,10,1,2,2000000,300000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Chase,Daniel,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,4,72,225,32,10/7/1986,9,Missouri,15,63,2,2,10000000,7000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Mitchell,Trubisky,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,10,75,221,24,8/20/1994,1,North Carolina,1,2,4,3,29032436,29032436,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Allen,Robinson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,12,75,211,25,8/24/1993,4,Penn State,2,29,3,3,42000000,18000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bears,Pat,O'Donnell,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,16,76,217,28,2/22/1991,4,Miami (Fla.),6,31,2,3,3500000,1750000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
